id,event_ts,region,product,amount,quantity,status,email,notes,dup_group
297,2026-05-18 08:54:00,South,bravo,124.52,8,pending,user297@example.com,note for record 297,grp-47
298,2026-05-18 19:41:00,West,delta,72.37,8,active,user298@example.com,note for record 298,grp-48
299,2026-05-18 11:45:00,East,bravo,96.86,9,pending,user299@example.com,note for record 299,grp-49
300,2026-05-18 17:22:00,North,alpha,111.61,9,pending,user300@example.com,note for record 300,grp-0
301,2026-05-18 20:54:00,South,delta,123.09,9,pending,user301@example.com,note for record 301,grp-1
302,2026-05-18 08:33:00,East,charlie,106.18,8,active,user302@example.com,note for record 302,grp-2
303,2026-05-18 12:02:00,West,bravo,106.12,6,active,user303@example.com,note for record 303,grp-3
304,2026-05-18 17:43:00,East,bravo,123.76,6,pending,user304@example.com,note for record 304,grp-4
305,2026-05-18 16:46:00,South,delta,122.53,2,inactive,user305@example.com,note for record 305,grp-5
306,2026-05-18 10:15:00,South,charlie,97.94,4,pending,user306@example.com,note for record 306,grp-6
307,2026-05-18 18:47:00,North,alpha,98.18,8,pending,user307@example.com,note for record 307,grp-7
308,2026-05-18 14:17:00,West,charlie,115.41,8,pending,user308@example.com,note for record 308,grp-8
309,2026-05-18 18:50:00,West,bravo,92.74,2,active,user309@example.com,note for record 309,grp-9
310,2026-05-18 12:50:00,South,delta,87.88,6,pending,user310@example.com,,grp-10
311,2026-05-18 18:41:00,South,delta,103.52,2,inactive,user311@example.com,note for record 311,grp-11
312,2026-05-18 10:15:00,South,charlie,83.73,5,inactive,user312@example.com,note for record 312,grp-12
313,2026-05-18 19:04:00,South,delta,107.63,5,pending,user313@example.com,note for record 313,grp-13
314,2026-05-18 09:19:00,South,delta,113.0,3,??,user314@example.com,note for record 314,grp-14
315,2026-05-18 15:12:00,West,alpha,94.11,4,active,user315@example.com,note for record 315,grp-15
316,2026-05-18 13:06:00,West,bravo,83.95,3,pending,user316@example.com,note for record 316,grp-16
317,2026-05-18 08:08:00,South,bravo,93.09,6,pending,user317@example.com,note for record 317,grp-17
318,2026-05-18 09:28:00,South,alpha,94.26,2,inactive,user318@example.com,note for record 318,grp-18
319,2026-05-18 10:23:00,East,alpha,100.3,4,pending,user319@example.com,note for record 319,grp-19
320,2026-05-18 18:21:00,South,delta,121.57,9,active,user320@example.com,note for record 320,grp-20
321,2026-05-19 12:05:00,North,alpha,92.67,8,inactive,user321@example.com,note for record 321,grp-21
322,2026-05-19 17:42:00,East,bravo,100.24,7,active,not-an-email-322,,grp-22
323,2026-05-19 12:28:00,East,delta,107.25,7,inactive,user323@example.com,note for record 323,grp-23
324,2026-05-19 18:30:00,East,alpha,133.15,3,pending,user324@example.com,note for record 324,grp-24
325,2026-05-19 10:39:00,East,delta,85.46,2,active,user325@example.com,,grp-25
326,2026-05-19 15:24:00,West,alpha,96.62,2,pending,user326@example.com,note for record 326,grp-26
327,2026-05-19 08:12:00,West,charlie,93.9,3,pending,user327@example.com,note for record 327,grp-27
328,2026-05-19 20:47:00,North,alpha,77.49,5,inactive,user328@example.com,,grp-28
329,2026-05-19 20:09:00,West,charlie,120.82,8,pending,user329@example.com,note for record 329,grp-29
330,2026-05-19 09:45:00,North,bravo,96.71,10,active,user330@example.com,note for record 330,grp-30
331,2026-05-19 12:10:00,South,alpha,113.68,3,pending,user331@example.com,note for record 331,grp-31
332,2026-05-19 13:29:00,West,charlie,104.07,4,active,user332@example.com,note for record 332,grp-32
333,2026-05-19 19:29:00,North,delta,107.7,9,inactive,user333@example.com,note for record 333,grp-33
334,2026-05-19 13:18:00,North,delta,94.55,6,??,user334@example.com,note for record 334,grp-34
335,2026-05-19 13:11:00,West,bravo,99.27,6,pending,user335@example.com,note for record 335,grp-35
336,2026-05-19 08:06:00,North,bravo,88.84,7,pending,user336@example.com,note for record 336,grp-36
337,2026-05-19 13:43:00,North,bravo,121.95,5,active,user337@example.com,note for record 337,grp-37
338,2026-05-19 10:25:00,North,alpha,100.2,5,pending,user338@example.com,note for record 338,grp-38
339,2026-05-19 15:49:00,South,delta,106.24,2,pending,user339@example.com,note for record 339,grp-39
340,2026-05-19 10:13:00,East,charlie,98.99,4,inactive,user340@example.com,note for record 340,grp-40
341,2026-05-19 13:25:00,South,alpha,89.54,4,active,user341@example.com,note for record 341,grp-41
342,2026-05-19 10:03:00,East,bravo,103.2,9,inactive,user342@example.com,note for record 342,grp-42
343,2026-05-19 10:41:00,North,bravo,104.52,10,inactive,user343@example.com,note for record 343,grp-43
344,2026-05-19 14:04:00,North,charlie,88.05,7,active,user344@example.com,note for record 344,grp-44
345,2026-05-19 15:43:00,West,alpha,82.2,2,active,user345@example.com,,grp-45
346,2026-05-19 11:47:00,South,delta,93.47,3,pending,user346@example.com,,grp-46
347,2026-05-19 18:00:00,North,bravo,98.48,1,inactive,user347@example.com,,grp-47
348,2026-05-19 13:39:00,North,delta,127.41,2,pending,user348@example.com,note for record 348,grp-48
349,2026-05-19 16:28:00,East,bravo,122.35,3,inactive,user349@example.com,note for record 349,grp-49
350,2026-05-19 08:35:00,South,charlie,104.19,10,pending,user350@example.com,,grp-0
351,2026-05-19 14:32:00,South,alpha,106.51,9,pending,user351@example.com,note for record 351,grp-1
352,2026-05-19 16:16:00,East,delta,107.6,6,active,user352@example.com,note for record 352,grp-2
353,2026-05-19 12:47:00,East,bravo,143.23,9,active,user353@example.com,note for record 353,grp-3
354,2026-05-19 17:06:00,South,delta,116.68,1,active,user354@example.com,note for record 354,grp-4
355,2026-05-19 20:35:00,East,bravo,89.26,1,active,user355@example.com,note for record 355,grp-5
356,2026-05-19 16:24:00,East,bravo,68.56,9,active,user356@example.com,note for record 356,grp-6
357,2026-05-19 08:20:00,South,bravo,99.45,10,active,user357@example.com,note for record 357,grp-7
358,2026-05-19 13:31:00,North,bravo,99.91,1,active,user358@example.com,note for record 358,grp-8
359,2026-05-19 14:13:00,North,charlie,114.06,7,active,user359@example.com,note for record 359,grp-9
360,2026-05-19 15:27:00,East,bravo,96.44,8,pending,user360@example.com,note for record 360,grp-10
361,2026-05-20 14:05:00,West,charlie,103.35,3,inactive,user361@example.com,note for record 361,grp-11
362,2026-05-20 19:58:00,West,alpha,119.72,10,inactive,user362@example.com,note for record 362,grp-12
363,2026-05-20 11:46:00,South,charlie,95.5,8,active,user363@example.com,note for record 363,grp-13
364,2026-05-20 18:51:00,East,delta,94.59,2,??,user364@example.com,note for record 364,grp-14
365,2026-05-20 13:58:00,North,delta,99.7,1,inactive,user365@example.com,note for record 365,grp-15
366,2026-05-20 16:24:00,East,delta,107.17,7,inactive,user366@example.com,note for record 366,grp-16
367,2026-05-20 20:56:00,North,charlie,96.56,2,??,user367@example.com,note for record 367,grp-17
368,2026-05-20 13:50:00,West,bravo,91.75,3,pending,user368@example.com,note for record 368,grp-18
369,2026-05-20 13:46:00,North,delta,82.82,8,active,user369@example.com,note for record 369,grp-19
370,2026-05-20 08:54:00,East,bravo,88.48,2,inactive,user370@example.com,note for record 370,grp-20
371,2026-05-20 20:27:00,South,alpha,78.65,5,pending,user371@example.com,note for record 371,grp-21
372,2026-05-20 08:55:00,North,delta,94.5,6,pending,user372@example.com,note for record 372,grp-22
373,2026-05-20 09:39:00,North,delta,109.06,5,inactive,user373@example.com,note for record 373,grp-23
374,2026-05-20 19:16:00,North,delta,101.48,5,inactive,user374@example.com,note for record 374,grp-24
375,2026-05-20 12:29:00,North,bravo,89.1,5,pending,user375@example.com,note for record 375,grp-25
376,2026-05-20 17:14:00,South,alpha,104.34,7,pending,user376@example.com,note for record 376,grp-26
377,2026-05-20 16:06:00,North,delta,90.13,5,pending,user377@example.com,note for record 377,grp-27
378,2026-05-20 16:49:00,South,alpha,95.15,10,inactive,user378@example.com,note for record 378,grp-28
379,2026-05-20 11:36:00,North,delta,102.8,7,pending,user379@example.com,note for record 379,grp-29
380,2026-05-20 13:27:00,North,delta,92.73,2,pending,user380@example.com,note for record 380,grp-30
381,2026-05-20 15:49:00,West,alpha,102.05,10,active,user381@example.com,note for record 381,grp-31
382,2026-05-20 09:42:00,North,charlie,98.82,2,inactive,user382@example.com,note for record 382,grp-32
383,2026-05-20 19:10:00,South,charlie,79.53,1,pending,user383@example.com,note for record 383,grp-33
384,2026-05-20 08:39:00,East,bravo,101.86,7,inactive,user384@example.com,note for record 384,grp-34
385,2026-05-20 08:20:00,East,delta,86.02,5,pending,user385@example.com,note for record 385,grp-35
386,2026-05-20 10:17:00,West,charlie,122.69,5,inactive,user386@example.com,,grp-36
387,2026-05-20 15:32:00,East,alpha,106.72,8,active,user387@example.com,note for record 387,grp-37
388,2026-05-20 14:53:00,North,bravo,127.14,3,active,user388@example.com,note for record 388,grp-38
389,2026-05-20 15:47:00,East,charlie,113.47,4,pending,user389@example.com,note for record 389,grp-39
390,2026-05-20 19:37:00,South,charlie,104.43,1,inactive,user390@example.com,note for record 390,grp-40
391,2026-05-20 18:00:00,North,charlie,86.93,5,??,user391@example.com,note for record 391,grp-41
392,2026-05-20 11:39:00,South,bravo,95.63,4,inactive,user392@example.com,note for record 392,grp-42
393,2026-05-20 19:38:00,North,bravo,132.98,3,inactive,user393@example.com,note for record 393,grp-43
394,2026-05-20 12:41:00,West,charlie,101.85,7,active,user394@example.com,note for record 394,grp-44
395,2026-05-20 18:38:00,East,charlie,94.44,9,active,user395@example.com,note for record 395,grp-45
396,2026-05-20 12:43:00,East,charlie,104.2,6,pending,user396@example.com,note for record 396,grp-46
397,2026-05-20 12:06:00,West,charlie,121.93,10,pending,user397@example.com,note for record 397,grp-47
398,2026-05-20 13:02:00,West,delta,84.0,5,active,user398@example.com,note for record 398,grp-48
399,2026-05-20 11:14:00,West,charlie,86.9,9,active,user399@example.com,note for record 399,grp-49
400,2026-05-20 11:05:00,North,delta,119.76,5,inactive,user400@example.com,note for record 400,grp-0
401,2026-05-21 11:07:00,South,charlie,130.39,2,inactive,user401@example.com,note for record 401,grp-1
402,2026-05-21 14:20:00,East,delta,89.47,5,inactive,user402@example.com,note for record 402,grp-2
403,2026-05-21 17:54:00,North,delta,105.42,4,inactive,user403@example.com,note for record 403,grp-3
404,2026-05-21 10:20:00,East,delta,98.02,4,inactive,user404@example.com,note for record 404,grp-4
405,2026-05-21 11:04:00,East,alpha,103.14,3,??,user405@example.com,note for record 405,grp-5
406,2026-05-21 10:52:00,South,delta,82.94,10,active,user406@example.com,note for record 406,grp-6
407,2026-05-21 15:19:00,North,alpha,68.05,7,pending,user407@example.com,,grp-7
408,2026-05-21 13:29:00,South,alpha,122.19,9,pending,user408@example.com,note for record 408,grp-8
409,2026-05-21 13:52:00,East,bravo,97.34,9,active,user409@example.com,note for record 409,grp-9
410,2026-05-21 20:25:00,East,delta,106.46,9,active,user410@example.com,note for record 410,grp-10
411,2026-05-21 14:07:00,North,bravo,100.01,7,active,user411@example.com,,grp-11
412,2026-05-21 16:36:00,North,charlie,91.0,3,active,user412@example.com,note for record 412,grp-12
413,2026-05-21 17:07:00,North,alpha,85.59,1,active,user413@example.com,note for record 413,grp-13
414,2026-05-21 17:20:00,West,bravo,85.93,5,pending,user414@example.com,note for record 414,grp-14
415,2026-05-21 19:17:00,South,delta,114.64,10,active,user415@example.com,note for record 415,grp-15
416,2026-05-21 12:49:00,North,delta,110.78,2,active,user416@example.com,note for record 416,grp-16
417,2026-05-21 11:26:00,North,delta,90.34,3,pending,user417@example.com,note for record 417,grp-17
418,2026-05-21 08:02:00,North,alpha,112.0,1,pending,user418@example.com,note for record 418,grp-18
419,2026-05-21 16:43:00,South,delta,121.43,5,inactive,user419@example.com,,grp-19
420,2026-05-21 10:58:00,East,charlie,110.93,1,inactive,user420@example.com,note for record 420,grp-20
421,2026-05-21 20:56:00,South,charlie,101.61,3,inactive,user421@example.com,note for record 421,grp-21
422,2026-05-21 20:30:00,East,charlie,98.67,2,inactive,user422@example.com,note for record 422,grp-22
423,2026-05-21 14:34:00,South,alpha,93.69,7,pending,user423@example.com,note for record 423,grp-23
424,2026-05-21 10:43:00,West,delta,84.1,2,pending,user424@example.com,note for record 424,grp-24
425,2026-05-21 14:07:00,West,delta,77.14,3,inactive,user425@example.com,,grp-25
426,2026-05-21 19:10:00,North,bravo,80.75,6,pending,user426@example.com,note for record 426,grp-26
427,2026-05-21 19:44:00,West,charlie,97.95,4,pending,user427@example.com,note for record 427,grp-27
428,2026-05-21 17:31:00,North,alpha,93.61,10,active,user428@example.com,note for record 428,grp-28
429,2026-05-21 16:27:00,East,bravo,104.03,8,inactive,user429@example.com,note for record 429,grp-29
430,2026-05-21 18:58:00,West,bravo,95.67,7,inactive,user430@example.com,note for record 430,grp-30
431,2026-05-21 16:30:00,North,alpha,92.87,8,active,user431@example.com,,grp-31
432,2026-05-21 09:33:00,East,bravo,102.46,10,inactive,user432@example.com,note for record 432,grp-32
433,2026-05-21 08:55:00,West,charlie,111.75,6,active,user433@example.com,note for record 433,grp-33
434,2026-05-21 08:02:00,East,charlie,73.56,6,inactive,user434@example.com,,grp-34
435,2026-05-21 10:48:00,North,charlie,72.17,7,active,user435@example.com,note for record 435,grp-35
436,2026-05-21 11:40:00,South,charlie,101.33,8,inactive,user436@example.com,note for record 436,grp-36
437,2026-05-21 19:28:00,West,bravo,78.11,8,active,user437@example.com,,grp-37
438,2026-05-21 15:23:00,West,bravo,86.34,10,active,user438@example.com,note for record 438,grp-38
439,2026-05-21 14:36:00,West,delta,88.76,6,pending,user439@example.com,note for record 439,grp-39
440,2026-05-21 13:51:00,West,bravo,82.88,5,pending,user440@example.com,note for record 440,grp-40
441,2026-05-22 13:06:00,South,bravo,110.43,6,pending,user441@example.com,note for record 441,grp-41
442,2026-05-22 19:28:00,South,charlie,84.24,3,inactive,user442@example.com,note for record 442,grp-42
443,2026-05-22 19:23:00,East,delta,94.43,9,pending,user443@example.com,note for record 443,grp-43
444,2026-05-22 08:54:00,South,charlie,78.24,1,active,user444@example.com,note for record 444,grp-44
445,2026-05-22 10:29:00,South,alpha,112.24,5,inactive,user445@example.com,note for record 445,grp-45
446,2026-05-22 20:37:00,South,delta,80.55,9,pending,user446@example.com,note for record 446,grp-46
447,2026-05-22 14:30:00,North,alpha,71.41,6,active,user447@example.com,note for record 447,grp-47
448,2026-05-22 15:33:00,East,bravo,124.4,4,active,user448@example.com,note for record 448,grp-48
449,2026-05-22 19:39:00,North,delta,134.3,9,inactive,user449@example.com,note for record 449,grp-49
450,2026-05-22 17:58:00,North,charlie,117.33,5,active,user450@example.com,note for record 450,grp-0
451,2026-05-22 18:11:00,East,delta,133.05,10,pending,user451@example.com,note for record 451,grp-1
452,2026-05-22 13:25:00,South,bravo,110.94,9,pending,user452@example.com,note for record 452,grp-2
453,2026-05-22 14:53:00,East,charlie,108.89,4,active,user453@example.com,note for record 453,grp-3
454,2026-05-22 16:06:00,North,alpha,105.79,9,inactive,user454@example.com,note for record 454,grp-4
455,2026-05-22 18:36:00,West,alpha,100.17,6,pending,user455@example.com,,grp-5
456,2026-05-22 16:49:00,West,delta,104.28,6,pending,user456@example.com,note for record 456,grp-6
457,2026-05-22 09:38:00,North,alpha,118.62,9,pending,user457@example.com,note for record 457,grp-7
458,2026-05-22 15:14:00,South,delta,132.59,2,active,user458@example.com,note for record 458,grp-8
459,2026-05-22 15:50:00,North,bravo,99.14,2,pending,user459@example.com,note for record 459,grp-9
460,2026-05-22 12:24:00,West,delta,95.92,7,inactive,user460@example.com,note for record 460,grp-10
461,2026-05-22 10:01:00,North,alpha,79.03,10,active,user461@example.com,note for record 461,grp-11
462,2026-05-22 12:56:00,North,charlie,95.34,5,inactive,user462@example.com,note for record 462,grp-12
463,2026-05-22 08:31:00,West,charlie,81.72,3,active,user463@example.com,note for record 463,grp-13
464,2026-05-22 20:26:00,North,bravo,103.01,6,active,user464@example.com,note for record 464,grp-14
465,2026-05-22 17:20:00,South,delta,112.08,6,pending,user465@example.com,note for record 465,grp-15
466,2026-05-22 18:31:00,South,alpha,95.82,5,pending,user466@example.com,note for record 466,grp-16
467,2026-05-22 17:22:00,North,charlie,81.61,5,pending,user467@example.com,note for record 467,grp-17
468,2026-05-22 14:05:00,South,alpha,104.57,3,active,user468@example.com,note for record 468,grp-18
469,2026-05-22 15:41:00,South,charlie,89.59,10,inactive,user469@example.com,note for record 469,grp-19
470,2026-05-22 11:46:00,East,charlie,119.4,7,pending,user470@example.com,note for record 470,grp-20
471,2026-05-22 15:36:00,North,bravo,91.91,9,active,user471@example.com,note for record 471,grp-21
472,2026-05-22 10:23:00,South,charlie,109.93,9,pending,user472@example.com,,grp-22
473,2026-05-22 08:19:00,West,bravo,112.42,10,pending,user473@example.com,note for record 473,grp-23
474,2026-05-22 17:12:00,South,charlie,82.82,8,pending,user474@example.com,note for record 474,grp-24
475,2026-05-22 15:55:00,North,bravo,93.46,6,pending,user475@example.com,note for record 475,grp-25
476,2026-05-22 10:23:00,South,bravo,99.95,8,pending,user476@example.com,note for record 476,grp-26
477,2026-05-22 20:33:00,South,delta,96.0,1,inactive,user477@example.com,,grp-27
478,2026-05-22 11:31:00,East,delta,64.73,9,inactive,user478@example.com,,grp-28
479,2026-05-22 19:04:00,East,charlie,89.5,9,pending,user479@example.com,note for record 479,grp-29
480,2026-05-22 14:14:00,North,charlie,120.91,10,active,user480@example.com,note for record 480,grp-30
481,2026-05-23 13:53:00,North,bravo,82.85,10,active,user481@example.com,note for record 481,grp-31
482,2026-05-23 11:36:00,South,bravo,101.42,3,pending,user482@example.com,note for record 482,grp-32
483,2026-05-23 15:04:00,West,delta,108.98,8,active,user483@example.com,note for record 483,grp-33
484,2026-05-23 12:09:00,South,bravo,77.8,1,pending,user484@example.com,note for record 484,grp-34
485,2026-05-23 08:57:00,West,alpha,117.02,9,pending,user485@example.com,note for record 485,grp-35
486,2026-05-23 09:27:00,West,delta,129.34,4,active,user486@example.com,note for record 486,grp-36
487,2026-05-23 10:26:00,East,bravo,107.69,3,inactive,user487@example.com,note for record 487,grp-37
488,2026-05-23 09:10:00,West,delta,73.29,4,active,user488@example.com,note for record 488,grp-38
489,2026-05-23 16:36:00,North,bravo,88.75,10,pending,user489@example.com,note for record 489,grp-39
490,2026-05-23 17:04:00,North,alpha,74.28,9,active,user490@example.com,note for record 490,grp-40
491,2026-05-23 08:01:00,West,charlie,120.66,7,pending,user491@example.com,note for record 491,grp-41
492,2026-05-23 16:13:00,East,alpha,84.38,7,inactive,user492@example.com,note for record 492,grp-42
493,2026-05-23 09:25:00,East,bravo,93.63,7,??,user493@example.com,,grp-43
494,2026-05-23 16:55:00,North,delta,130.03,2,pending,user494@example.com,note for record 494,grp-44
495,2026-05-23 09:49:00,East,delta,112.27,5,pending,user495@example.com,note for record 495,grp-45
496,2026-05-23 20:53:00,West,delta,118.0,4,pending,user496@example.com,note for record 496,grp-46
497,2026-05-23 13:14:00,South,alpha,77.14,7,inactive,user497@example.com,note for record 497,grp-47
498,2026-05-23 09:42:00,West,charlie,87.87,4,pending,user498@example.com,note for record 498,grp-48
499,2026-05-23 10:44:00,South,delta,83.65,2,inactive,user499@example.com,note for record 499,grp-49
500,2026-05-23 14:19:00,North,delta,113.68,2,inactive,user500@example.com,note for record 500,grp-0
501,2026-05-23 20:08:00,West,delta,105.03,3,??,user501@example.com,note for record 501,grp-1
502,2026-05-23 16:50:00,South,alpha,98.83,5,pending,user502@example.com,note for record 502,grp-2
503,2026-05-23 10:53:00,South,alpha,93.49,1,inactive,user503@example.com,note for record 503,grp-3
504,2026-05-23 18:00:00,North,alpha,87.42,4,pending,user504@example.com,note for record 504,grp-4
505,2026-05-23 17:56:00,South,bravo,77.71,5,inactive,user505@example.com,note for record 505,grp-5
506,2026-05-23 14:56:00,North,alpha,131.47,9,inactive,user506@example.com,note for record 506,grp-6
507,2026-05-23 12:23:00,East,delta,119.56,10,pending,user507@example.com,note for record 507,grp-7
508,2026-05-23 13:47:00,West,alpha,80.71,8,inactive,user508@example.com,note for record 508,grp-8
509,2026-05-23 11:45:00,West,charlie,95.19,6,active,user509@example.com,note for record 509,grp-9
510,2026-05-23 12:54:00,West,charlie,90.28,2,active,user510@example.com,note for record 510,grp-10
511,2026-05-23 17:47:00,West,bravo,95.65,4,active,user511@example.com,note for record 511,grp-11
512,2026-05-23 11:27:00,East,bravo,136.11,4,active,user512@example.com,note for record 512,grp-12
513,2026-05-23 19:19:00,North,delta,98.27,9,inactive,user513@example.com,note for record 513,grp-13
514,2026-05-23 17:48:00,West,bravo,100.08,5,pending,user514@example.com,note for record 514,grp-14
515,2026-05-23 17:50:00,West,alpha,112.69,7,inactive,user515@example.com,note for record 515,grp-15
516,2026-05-23 15:48:00,West,charlie,113.22,2,active,user516@example.com,note for record 516,grp-16
517,2026-05-23 09:43:00,South,charlie,90.57,5,inactive,user517@example.com,note for record 517,grp-17
518,2026-05-23 11:08:00,West,bravo,118.38,8,inactive,user518@example.com,note for record 518,grp-18
519,2026-05-23 15:41:00,South,alpha,103.39,10,active,user519@example.com,note for record 519,grp-19
520,2026-05-23 11:20:00,South,delta,107.19,3,active,user520@example.com,note for record 520,grp-20
521,2026-05-24 18:45:00,East,charlie,76.18,8,pending,user521@example.com,,grp-21
522,2026-05-24 10:47:00,South,charlie,97.45,1,pending,user522@example.com,note for record 522,grp-22
523,2026-05-24 12:26:00,East,alpha,87.65,5,inactive,user523@example.com,note for record 523,grp-23
524,2026-05-24 11:23:00,South,charlie,114.74,10,pending,user524@example.com,note for record 524,grp-24
525,2026-05-24 15:37:00,West,bravo,111.3,5,pending,user525@example.com,note for record 525,grp-25
526,2026-05-24 18:46:00,West,alpha,90.61,10,inactive,user526@example.com,note for record 526,grp-26
527,2026-05-24 12:58:00,East,delta,94.97,7,inactive,user527@example.com,note for record 527,grp-27
528,2026-05-24 15:41:00,South,bravo,80.17,7,active,user528@example.com,note for record 528,grp-28
529,2026-05-24 20:41:00,West,alpha,98.13,3,inactive,user529@example.com,,grp-29
530,2026-05-24 14:46:00,North,alpha,94.16,9,active,user530@example.com,note for record 530,grp-30
531,2026-05-24 14:39:00,West,bravo,95.88,5,active,user531@example.com,note for record 531,grp-31
532,2026-05-24 13:33:00,West,charlie,110.53,8,active,user532@example.com,note for record 532,grp-32
533,2026-05-24 11:01:00,West,charlie,86.06,10,inactive,user533@example.com,note for record 533,grp-33
534,2026-05-24 15:32:00,East,delta,91.05,5,inactive,not-an-email-534,note for record 534,grp-34
535,2026-05-24 20:56:00,North,delta,107.95,8,inactive,user535@example.com,note for record 535,grp-35
536,2026-05-24 12:59:00,South,alpha,88.76,10,active,user536@example.com,note for record 536,grp-36
537,2026-05-24 14:44:00,West,bravo,100.02,7,inactive,user537@example.com,note for record 537,grp-37
538,2026-05-24 18:27:00,East,charlie,123.76,5,active,user538@example.com,note for record 538,grp-38
539,2026-05-24 18:52:00,West,bravo,84.17,10,active,user539@example.com,note for record 539,grp-39
540,2026-05-24 11:10:00,East,charlie,104.56,2,inactive,user540@example.com,note for record 540,grp-40
541,2026-05-24 10:34:00,East,delta,110.45,7,inactive,user541@example.com,,grp-41
542,2026-05-24 09:22:00,North,charlie,100.97,3,active,user542@example.com,note for record 542,grp-42
543,2026-05-24 12:16:00,South,delta,111.55,2,inactive,user543@example.com,note for record 543,grp-43
544,2026-05-24 11:23:00,North,bravo,74.32,8,pending,user544@example.com,note for record 544,grp-44
545,2026-05-24 10:42:00,North,charlie,96.97,9,inactive,user545@example.com,note for record 545,grp-45
546,2026-05-24 19:22:00,North,bravo,96.81,4,inactive,not-an-email-546,note for record 546,grp-46
547,2026-05-24 17:58:00,North,delta,119.33,1,active,user547@example.com,,grp-47
548,2026-05-24 10:41:00,North,charlie,118.07,8,pending,user548@example.com,note for record 548,grp-48
549,2026-05-24 10:37:00,West,bravo,92.0,3,pending,user549@example.com,note for record 549,grp-49
550,2026-05-24 15:29:00,North,delta,74.67,4,active,user550@example.com,,grp-0
551,2026-05-24 20:03:00,South,bravo,88.42,8,inactive,user551@example.com,note for record 551,grp-1
552,2026-05-24 18:13:00,South,alpha,104.8,9,inactive,user552@example.com,note for record 552,grp-2
553,2026-05-24 14:15:00,West,bravo,75.13,9,pending,user553@example.com,note for record 553,grp-3
554,2026-05-24 12:04:00,North,delta,107.38,6,pending,user554@example.com,note for record 554,grp-4
555,2026-05-24 18:27:00,North,alpha,96.82,6,active,user555@example.com,note for record 555,grp-5
556,2026-05-24 11:02:00,South,alpha,115.07,1,active,user556@example.com,note for record 556,grp-6
557,2026-05-24 14:37:00,East,alpha,89.98,10,pending,user557@example.com,,grp-7
558,2026-05-24 11:33:00,North,delta,84.66,8,active,user558@example.com,note for record 558,grp-8
559,2026-05-24 15:05:00,East,alpha,111.66,1,inactive,user559@example.com,note for record 559,grp-9
560,2026-05-24 16:51:00,North,bravo,76.01,2,active,user560@example.com,note for record 560,grp-10
561,2026-05-25 17:43:00,West,alpha,93.35,9,pending,user561@example.com,note for record 561,grp-11
562,2026-05-25 19:21:00,North,bravo,93.33,7,pending,user562@example.com,note for record 562,grp-12
563,2026-05-25 10:41:00,East,charlie,80.16,6,inactive,user563@example.com,note for record 563,grp-13
564,2026-05-25 20:23:00,South,bravo,95.71,6,pending,user564@example.com,note for record 564,grp-14
565,2026-05-25 15:43:00,East,alpha,85.72,1,inactive,not-an-email-565,note for record 565,grp-15
566,2026-05-25 11:39:00,North,charlie,104.89,6,pending,user566@example.com,note for record 566,grp-16
567,2026-05-25 10:38:00,South,charlie,113.82,3,pending,user567@example.com,note for record 567,grp-17
568,2026-05-25 13:07:00,West,bravo,109.3,2,pending,user568@example.com,note for record 568,grp-18
569,2026-05-25 16:19:00,North,charlie,110.51,10,??,user569@example.com,note for record 569,grp-19
570,2026-05-25 08:57:00,East,delta,79.6,6,active,user570@example.com,note for record 570,grp-20
571,2026-05-25 19:08:00,North,charlie,120.17,7,inactive,user571@example.com,note for record 571,grp-21
572,2026-05-25 16:34:00,South,alpha,72.05,4,inactive,user572@example.com,note for record 572,grp-22
573,2026-05-25 17:49:00,West,bravo,89.37,5,active,user573@example.com,note for record 573,grp-23
574,2026-05-25 17:21:00,East,alpha,99.68,7,inactive,user574@example.com,note for record 574,grp-24
575,2026-05-25 10:18:00,South,bravo,90.1,7,inactive,user575@example.com,note for record 575,grp-25
576,2026-05-25 17:49:00,North,delta,101.19,2,inactive,user576@example.com,note for record 576,grp-26
577,2026-05-25 19:11:00,West,bravo,112.64,6,active,user577@example.com,note for record 577,grp-27
578,2026-05-25 20:55:00,North,alpha,101.94,2,pending,user578@example.com,note for record 578,grp-28
579,2026-05-25 12:54:00,East,delta,122.99,2,inactive,user579@example.com,note for record 579,grp-29
580,2026-05-25 11:28:00,East,delta,101.99,9,active,user580@example.com,note for record 580,grp-30
581,2026-05-25 14:25:00,East,bravo,80.8,1,active,user581@example.com,note for record 581,grp-31
582,2026-05-25 08:54:00,North,alpha,88.97,8,inactive,user582@example.com,note for record 582,grp-32
583,2026-05-25 14:08:00,South,delta,101.94,7,pending,user583@example.com,note for record 583,grp-33
584,2026-05-25 18:11:00,North,bravo,97.78,9,inactive,user584@example.com,note for record 584,grp-34
585,2026-05-25 08:40:00,West,delta,100.3,6,active,user585@example.com,note for record 585,grp-35
586,2026-05-25 18:40:00,South,charlie,118.41,5,pending,user586@example.com,note for record 586,grp-36
587,2026-05-25 08:30:00,South,charlie,134.38,4,pending,user587@example.com,note for record 587,grp-37
588,2026-05-25 16:53:00,South,delta,87.41,10,active,user588@example.com,note for record 588,grp-38
589,2026-05-25 18:19:00,South,bravo,91.04,4,inactive,user589@example.com,note for record 589,grp-39
590,2026-05-25 10:18:00,South,bravo,116.47,7,pending,user590@example.com,note for record 590,grp-40
591,2026-05-25 11:08:00,East,delta,87.28,1,inactive,user591@example.com,note for record 591,grp-41
